,respondent_id,gender,zone,occupation,income_levels,consume_frequency(weekly),current_brand,preferable_consumption_size,awareness_of_other_brands,reasons_for_choosing_brands,flavor_preference,purchase_channel,packaging_preference,health_concerns,typical_consumption_situations,price_range,age_group,cf_ab_score,zas_score,bsi
18630,R18625,M,Urban,Entrepreneur,10L - 15L,3-4 times,Newcomer,Medium (500 ml),2 to 4,Price,Exotic,Online,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,36-45,2.0,2.5,1
18631,R18626,F,Urban,Working Professional,26L - 35L,3-4 times,Newcomer,Large (1 L),above 4,Price,Traditional,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,26-35,2.5,3.5,1
18632,R18627,M,Urban,Working Professional,10L - 15L,3-4 times,Newcomer,Medium (500 ml),0 to 1,Availability,Exotic,Retail Store,Premium,Medium (Moderately health-conscious),Social (eg. Parties),100-150,26-35,1.5,2.5,0
18633,R18628,M,Urban,Working Professional,> 35L,0-2 times,Established,Small (250 ml),2 to 4,Quality,Exotic,Retail Store,Premium,High (Very health-conscious),Casual (eg. At home),200-250,36-45,1.5,4.0,0
18634,R18629,F,Semi-Urban,Working Professional,26L - 35L,3-4 times,Established,Medium (500 ml),2 to 4,Brand Reputation,Exotic,Retail Store,Simple,Low (Not very concerned),Casual (eg. At home),200-250,36-45,2.0,3.0,0
18635,R18630,M,Semi-Urban,Working Professional,> 35L,0-2 times,Established,Medium (500 ml),0 to 1,Quality,Traditional,Retail Store,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,26-35,1.0,3.5,0
18636,R18631,M,Metro,Working Professional,<10L,3-4 times,Established,Large (1 L),0 to 1,Price,Exotic,Online,Simple,High (Very health-conscious),Casual (eg. At home),150-200,26-35,1.5,2.5,0
18637,R18632,M,Semi-Urban,Entrepreneur,<10L,3-4 times,Newcomer,Small (250 ml),0 to 1,Price,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,18-25,1.5,1.5,1
18638,R18633,M,Metro,Student,None,0-2 times,Established,Medium (500 ml),0 to 1,Price,Exotic,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",100-150,18-25,1.0,,0
18639,R18634,M,Semi-Urban,Entrepreneur,10L - 15L,0-2 times,Established,Small (250 ml),0 to 1,Availability,Exotic,Online,Simple,High (Very health-conscious),Casual (eg. At home),100-150,18-25,1.0,2.0,0
18640,R18635,M,Metro,Working Professional,26L - 35L,5-7 times,Established,Medium (500 ml),2 to 4,Quality,Traditional,Online,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",200-250,26-35,2.5,4.0,0
18641,R18636,M,Urban,Working Professional,10L - 15L,3-4 times,Newcomer,Small (250 ml),above 4,Availability,Exotic,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,36-45,2.5,2.5,0
18642,R18637,M,Metro,Working Professional,16L - 25L,5-7 times,Established,Small (250 ml),2 to 4,Brand Reputation,Traditional,Online,Premium,High (Very health-conscious),Social (eg. Parties),200-250,26-35,2.5,3.5,0
18643,R18638,M,Metro,Working Professional,16L - 25L,5-7 times,Established,Medium (500 ml),0 to 1,Brand Reputation,Traditional,Retail Store,Simple,Medium (Moderately health-conscious),Social (eg. Parties),150-200,26-35,2.0,3.5,0
18644,R18639,M,Metro,Working Professional,16L - 25L,5-7 times,Newcomer,Medium (500 ml),above 4,Quality,Traditional,Retail Store,Premium,High (Very health-conscious),Social (eg. Parties),200-250,26-35,3.0,3.5,1
18645,R18640,M,Metro,Student,None,5-7 times,Established,Small (250 ml),2 to 4,Price,Traditional,Online,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",100-150,18-25,2.5,,0
18646,R18641,M,Metro,Working Professional,10L - 15L,0-2 times,Established,Small (250 ml),2 to 4,Availability,Traditional,Retail Store,Simple,Medium (Moderately health-conscious),Casual (eg. At home),150-200,46-55,1.5,3.0,0
18647,R18642,F,Semi-Urban,Working Professional,<10L,0-2 times,Newcomer,Small (250 ml),0 to 1,Availability,Traditional,Online,Eco-Friendly,Medium (Moderately health-conscious),Casual (eg. At home),100-150,46-55,1.0,1.5,0
18648,R18643,F,Metro,Entrepreneur,<10L,5-7 times,Newcomer,Medium (500 ml),0 to 1,Availability,Traditional,Online,Simple,Low (Not very concerned),Casual (eg. At home),150-200,36-45,2.0,2.5,0
18649,R18644,M,Urban,Student,None,0-2 times,Established,Small (250 ml),0 to 1,Price,Traditional,Online,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",50-100,26-35,1.0,,0
18650,R18645,F,Rural,Student,None,3-4 times,Newcomer,Medium (500 ml),above 4,Availability,Traditional,Retail Store,Premium,High (Very health-conscious),Casual (eg. At home),100-150,18-25,2.5,,0
18651,R18646,M,Semi-Urban,Working Professional,16L - 25L,5-7 times,Established,Large (1 L),0 to 1,Brand Reputation,Exotic,Retail Store,Simple,High (Very health-conscious),Social (eg. Parties),150-200,26-35,2.0,2.5,0
18652,R18647,M,Metro,Entrepreneur,<10L,0-2 times,Established,Medium (500 ml),0 to 1,Availability,Exotic,Online,Premium,High (Very health-conscious),Casual (eg. At home),150-200,26-35,1.0,2.5,0
18653,R18648,M,Urban,Student,None,3-4 times,Newcomer,Large (1 L),0 to 1,Availability,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),Social (eg. Parties),50-100,18-25,1.5,,0
18654,R18649,F,Metro,Entrepreneur,16L - 25L,3-4 times,Established,Small (250 ml),above 4,Quality,Exotic,Online,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",200-250,26-35,2.5,3.5,0
18655,R18650,F,Semi-Urban,Student,None,0-2 times,Established,Small (250 ml),0 to 1,Price,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),Casual (eg. At home),50-100,18-25,1.0,,0
18656,R18651,M,Urban,Working Professional,10L - 15L,3-4 times,Newcomer,Medium (500 ml),2 to 4,Price,Traditional,Online,Simple,High (Very health-conscious),Casual (eg. At home),150-200,26-35,2.0,2.5,1
18657,R18652,M,Urban,Working Professional,16L - 25L,5-7 times,Established,Medium (500 ml),0 to 1,Quality,Traditional,Retail Store,Premium,Medium (Moderately health-conscious),Social (eg. Parties),150-200,26-35,2.0,3.0,0
18658,R18653,M,Urban,Working Professional,26L - 35L,5-7 times,Established,Small (250 ml),above 4,Quality,Traditional,Online,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",200-250,26-35,3.0,3.5,0
18659,R18654,F,Metro,Student,None,5-7 times,Established,Large (1 L),above 4,Price,Exotic,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,18-25,3.0,,0
18660,R18655,M,Urban,Working Professional,10L - 15L,5-7 times,Established,Large (1 L),0 to 1,Availability,Traditional,Retail Store,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,26-35,2.0,2.5,0
18661,R18656,F,Rural,Working Professional,16L - 25L,5-7 times,Established,Small (250 ml),0 to 1,Quality,Exotic,Retail Store,Premium,Medium (Moderately health-conscious),Casual (eg. At home),150-200,18-25,2.0,2.0,0
18662,R18657,M,Semi-Urban,Student,None,0-2 times,Newcomer,Small (250 ml),0 to 1,Availability,Traditional,Retail Store,Simple,Medium (Moderately health-conscious),Casual (eg. At home),50-100,18-25,1.0,,0
18663,R18658,F,Metro,Working Professional,10L - 15L,0-2 times,Established,Medium (500 ml),2 to 4,Price,Exotic,Online,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,26-35,1.5,3.0,0
18664,R18659,F,Semi-Urban,Working Professional,10L - 15L,5-7 times,Established,Medium (500 ml),0 to 1,Price,Traditional,Online,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,46-55,2.0,2.0,0
18665,R18660,F,Semi-Urban,Student,None,3-4 times,Newcomer,Large (1 L),0 to 1,Availability,Traditional,Online,Eco-Friendly,Low (Not very concerned),Social (eg. Parties),50-100,18-25,1.5,,0
18666,R18661,F,Urban,Working Professional,<10L,3-4 times,Established,Medium (500 ml),0 to 1,Availability,Traditional,Online,Simple,Medium (Moderately health-conscious),Social (eg. Parties),100-150,18-25,1.5,2.0,0
18667,R18662,M,Metro,Working Professional,10L - 15L,3-4 times,Newcomer,Medium (500 ml),above 4,Price,Traditional,Retail Store,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,18-25,2.5,3.0,1
18668,R18663,M,Semi-Urban,Working Professional,26L - 35L,0-2 times,Newcomer,Small (250 ml),above 4,Price,Exotic,Online,Simple,High (Very health-conscious),Casual (eg. At home),200-250,36-45,2.0,3.0,1
18669,R18664,M,Semi-Urban,Student,None,0-2 times,Established,Medium (500 ml),0 to 1,Price,Traditional,Retail Store,Premium,Low (Not very concerned),Casual (eg. At home),50-100,18-25,1.0,,0
18670,R18665,M,Metro,Working Professional,10L - 15L,0-2 times,Newcomer,Small (250 ml),2 to 4,Price,Exotic,Retail Store,Simple,High (Very health-conscious),Casual (eg. At home),150-200,36-45,1.5,3.0,1
18671,R18666,F,Metro,Working Professional,<10L,0-2 times,Established,Small (250 ml),0 to 1,Price,Exotic,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",100-150,26-35,1.0,2.5,0
18672,R18667,F,Metro,Working Professional,16L - 25L,5-7 times,Established,Medium (500 ml),above 4,Quality,Traditional,Online,Premium,Medium (Moderately health-conscious),Social (eg. Parties),200-250,26-35,3.0,3.5,0
18673,R18668,M,Metro,Working Professional,16L - 25L,3-4 times,Established,Small (250 ml),2 to 4,Quality,Traditional,Retail Store,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",200-250,46-55,2.0,3.5,0
18674,R18669,F,Urban,Entrepreneur,10L - 15L,5-7 times,Newcomer,Medium (500 ml),2 to 4,Price,Exotic,Online,Simple,Medium (Moderately health-conscious),Social (eg. Parties),200-250,26-35,2.5,2.5,1
18675,R18670,F,Metro,Student,None,0-2 times,Newcomer,Large (1 L),2 to 4,Price,Exotic,Online,Simple,High (Very health-conscious),Casual (eg. At home),100-150,18-25,1.5,,1
18676,R18671,F,Metro,Student,None,5-7 times,Newcomer,Large (1 L),2 to 4,Availability,Exotic,Retail Store,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,18-25,2.5,,0
18677,R18672,M,Semi-Urban,Entrepreneur,16L - 25L,3-4 times,Newcomer,Medium (500 ml),0 to 1,Availability,Exotic,Online,Premium,Medium (Moderately health-conscious),Casual (eg. At home),100-150,26-35,1.5,2.5,0
18678,R18673,F,Urban,Working Professional,16L - 25L,0-2 times,Established,Medium (500 ml),2 to 4,Quality,Traditional,Retail Store,Premium,Medium (Moderately health-conscious),Casual (eg. At home),150-200,18-25,1.5,3.0,0
18679,R18674,F,Semi-Urban,Working Professional,<10L,0-2 times,Established,Small (250 ml),0 to 1,Price,Traditional,Online,Simple,High (Very health-conscious),Casual (eg. At home),50-100,18-25,1.0,1.5,0
18680,R18675,F,Metro,Entrepreneur,26L - 35L,5-7 times,Established,Large (1 L),2 to 4,Brand Reputation,Exotic,Online,Premium,High (Very health-conscious),Social (eg. Parties),200-250,46-55,2.5,4.0,0
18681,R18676,F,Metro,Working Professional,26L - 35L,5-7 times,Established,Medium (500 ml),2 to 4,Brand Reputation,Exotic,Retail Store,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,36-45,2.5,4.0,0
18682,R18677,M,Urban,Working Professional,16L - 25L,3-4 times,Established,Large (1 L),2 to 4,Quality,Exotic,Online,Eco-Friendly,Low (Not very concerned),Casual (eg. At home),150-200,26-35,2.0,3.0,0
18683,R18678,M,Metro,Student,None,0-2 times,Newcomer,Medium (500 ml),0 to 1,Price,Exotic,Online,Premium,High (Very health-conscious),Casual (eg. At home),100-150,18-25,1.0,,1
18684,R18679,M,Metro,Working Professional,10L - 15L,3-4 times,Newcomer,Medium (500 ml),2 to 4,Availability,Exotic,Online,Premium,High (Very health-conscious),Social (eg. Parties),150-200,36-45,2.0,3.0,0
18685,R18680,M,Urban,Working Professional,16L - 25L,3-4 times,Newcomer,Medium (500 ml),2 to 4,Availability,Traditional,Online,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",150-200,26-35,2.0,3.0,0
18686,R18681,M,Urban,Student,None,0-2 times,Newcomer,Large (1 L),2 to 4,Price,Exotic,Online,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,18-25,1.5,,1
18687,R18682,M,Metro,Working Professional,26L - 35L,0-2 times,Established,Small (250 ml),2 to 4,Quality,Exotic,Online,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",200-250,46-55,1.5,4.0,0
18688,R18683,M,Metro,Working Professional,10L - 15L,5-7 times,Newcomer,Large (1 L),0 to 1,Availability,Traditional,Retail Store,Eco-Friendly,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,36-45,2.0,3.0,0
18689,R18684,M,Metro,Working Professional,26L - 35L,5-7 times,Established,Medium (500 ml),0 to 1,Quality,Traditional,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,26-35,2.0,4.0,0
18690,R18685,M,Urban,Student,None,3-4 times,Established,Small (250 ml),0 to 1,Availability,Traditional,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",100-150,18-25,1.5,,0
18691,R18686,M,Metro,Working Professional,16L - 25L,0-2 times,Newcomer,Small (250 ml),2 to 4,Availability,Traditional,Retail Store,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,46-55,1.5,3.5,0
18692,R18687,M,Rural,Entrepreneur,16L - 25L,5-7 times,Newcomer,Medium (500 ml),2 to 4,Price,Traditional,Retail Store,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,26-35,2.5,2.0,1
18693,R18688,M,Metro,Student,None,5-7 times,Established,Medium (500 ml),0 to 1,Price,Exotic,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",100-150,18-25,2.0,,0
18694,R18689,M,Semi-Urban,Working Professional,16L - 25L,5-7 times,Established,Small (250 ml),2 to 4,Quality,Exotic,Retail Store,Simple,Low (Not very concerned),Casual (eg. At home),100-150,26-35,2.5,2.5,0
18695,R18690,F,Semi-Urban,Entrepreneur,<10L,0-2 times,Established,Medium (500 ml),2 to 4,Price,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),Casual (eg. At home),100-150,26-35,1.5,1.5,0
18696,R18691,F,Metro,Working Professional,10L - 15L,3-4 times,Newcomer,Medium (500 ml),2 to 4,Price,Traditional,Online,Simple,High (Very health-conscious),Social (eg. Parties),150-200,26-35,2.0,3.0,1
18697,R18692,F,Metro,Entrepreneur,<10L,5-7 times,Newcomer,Medium (500 ml),0 to 1,Availability,Exotic,Online,Premium,High (Very health-conscious),Social (eg. Parties),200-250,26-35,2.0,2.5,0
18698,R18693,M,Urban,Entrepreneur,16L - 25L,0-2 times,Newcomer,Medium (500 ml),2 to 4,Availability,Traditional,Online,Premium,Medium (Moderately health-conscious),Social (eg. Parties),150-200,26-35,1.5,3.0,0
18699,R18694,M,Metro,Working Professional,16L - 25L,3-4 times,Established,Large (1 L),above 4,Quality,Traditional,Retail Store,Premium,Low (Not very concerned),Social (eg. Parties),200-250,36-45,2.5,3.5,0
18700,R18695,F,Semi-Urban,Working Professional,> 35L,0-2 times,Established,Medium (500 ml),0 to 1,Quality,Traditional,Retail Store,Premium,Low (Not very concerned),Social (eg. Parties),150-200,26-35,1.0,3.5,0
18701,R18696,F,Metro,Working Professional,> 35L,5-7 times,Newcomer,Medium (500 ml),2 to 4,Quality,Exotic,Retail Store,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,36-45,2.5,4.5,1
18702,R18697,F,Semi-Urban,Retired,16L - 25L,0-2 times,Newcomer,Small (250 ml),above 4,Availability,Traditional,Retail Store,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,56-70,2.0,2.5,0
18703,R18698,M,Metro,Retired,10L - 15L,0-2 times,Newcomer,Small (250 ml),0 to 1,Price,Traditional,Online,Simple,Medium (Moderately health-conscious),Social (eg. Parties),100-150,56-70,1.0,3.0,1
18704,R18699,M,Metro,Student,None,3-4 times,Established,Large (1 L),0 to 1,Price,Traditional,Online,Simple,High (Very health-conscious),Social (eg. Parties),100-150,18-25,1.5,,0
18705,R18700,F,Metro,Student,None,3-4 times,Newcomer,Medium (500 ml),above 4,Price,Exotic,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,18-25,2.5,,1
18706,R18701,F,Urban,Working Professional,10L - 15L,0-2 times,Established,Medium (500 ml),0 to 1,Price,Traditional,Retail Store,Premium,Medium (Moderately health-conscious),Casual (eg. At home),100-150,26-35,1.0,2.5,0
18707,R18702,M,Urban,Working Professional,26L - 35L,5-7 times,Newcomer,Small (250 ml),2 to 4,Quality,Traditional,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,26-35,2.5,3.5,1
18708,R18703,F,Rural,Working Professional,10L - 15L,0-2 times,Newcomer,Medium (500 ml),0 to 1,Price,Exotic,Online,Simple,High (Very health-conscious),Casual (eg. At home),100-150,18-25,1.0,1.5,1
18709,R18704,M,Rural,Working Professional,26L - 35L,5-7 times,Established,Large (1 L),0 to 1,Quality,Exotic,Retail Store,Premium,Medium (Moderately health-conscious),Casual (eg. At home),200-250,26-35,2.0,2.5,0
18710,R18705,F,Semi-Urban,Working Professional,16L - 25L,3-4 times,Established,Small (250 ml),2 to 4,Quality,Traditional,Retail Store,Premium,Medium (Moderately health-conscious),Casual (eg. At home),150-200,36-45,2.0,2.5,0
18711,R18706,M,Semi-Urban,Working Professional,16L - 25L,5-7 times,Newcomer,Small (250 ml),0 to 1,Price,Exotic,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,36-45,2.0,2.5,1
18712,R18707,M,Urban,Working Professional,<10L,0-2 times,Established,Small (250 ml),2 to 4,Availability,Exotic,Online,Premium,Medium (Moderately health-conscious),Social (eg. Parties),100-150,18-25,1.5,2.0,0
18713,R18708,M,Urban,Student,None,0-2 times,Newcomer,Medium (500 ml),0 to 1,Price,Traditional,Online,Simple,High (Very health-conscious),Casual (eg. At home),100-150,18-25,1.0,,1
18714,R18709,M,Semi-Urban,Working Professional,> 35L,5-7 times,Newcomer,Small (250 ml),0 to 1,Price,Traditional,Online,Premium,High (Very health-conscious),Casual (eg. At home),200-250,46-55,2.0,3.5,1
18715,R18710,F,Metro,Working Professional,16L - 25L,3-4 times,Newcomer,Medium (500 ml),0 to 1,Brand Reputation,Traditional,Online,Eco-Friendly,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,26-35,1.5,3.5,0
18716,R18711,M,Metro,Student,None,3-4 times,Newcomer,Medium (500 ml),2 to 4,Price,Exotic,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,18-25,2.0,,1
18717,R18712,M,Semi-Urban,Student,None,3-4 times,Newcomer,Small (250 ml),0 to 1,Price,Traditional,Retail Store,Simple,Low (Not very concerned),Casual (eg. At home),50-100,18-25,1.5,,1
18718,R18713,M,Urban,Working Professional,10L - 15L,5-7 times,Newcomer,Medium (500 ml),2 to 4,Price,Exotic,Online,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",150-200,18-25,2.5,2.5,1
18719,R18714,F,Urban,Student,None,5-7 times,Newcomer,Large (1 L),0 to 1,Price,Traditional,Retail Store,Simple,High (Very health-conscious),Casual (eg. At home),100-150,18-25,2.0,,1
18720,R18715,M,Metro,Working Professional,26L - 35L,5-7 times,Established,Medium (500 ml),above 4,Quality,Exotic,Online,Simple,High (Very health-conscious),Social (eg. Parties),200-250,26-35,3.0,4.0,0
18721,R18716,F,Metro,Working Professional,16L - 25L,5-7 times,Newcomer,Large (1 L),0 to 1,Brand Reputation,Exotic,Retail Store,Premium,Medium (Moderately health-conscious),Casual (eg. At home),200-250,36-45,2.0,3.5,0
18722,R18717,M,Semi-Urban,Student,None,5-7 times,Newcomer,Small (250 ml),2 to 4,Price,Exotic,Online,Eco-Friendly,Low (Not very concerned),Casual (eg. At home),100-150,18-25,2.5,,1
18723,R18718,M,Metro,Student,None,5-7 times,Newcomer,Small (250 ml),above 4,Price,Exotic,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,26-35,3.0,,1
18724,R18719,F,Metro,Working Professional,10L - 15L,3-4 times,Established,Medium (500 ml),above 4,Availability,Exotic,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,26-35,2.5,3.0,0
18725,R18720,M,Metro,Student,None,3-4 times,Established,Large (1 L),0 to 1,Price,Exotic,Online,Premium,Low (Not very concerned),Social (eg. Parties),50-100,18-25,1.5,,0
18726,R18721,M,Metro,Working Professional,16L - 25L,5-7 times,Newcomer,Medium (500 ml),2 to 4,Brand Reputation,Traditional,Online,Premium,High (Very health-conscious),Casual (eg. At home),200-250,36-45,2.5,3.5,0
18727,R18722,F,Metro,Student,None,3-4 times,Newcomer,Small (250 ml),0 to 1,Availability,Exotic,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",50-100,18-25,1.5,,0
18728,R18723,F,Rural,Working Professional,26L - 35L,3-4 times,Established,Medium (500 ml),0 to 1,Brand Reputation,Exotic,Online,Premium,Medium (Moderately health-conscious),Casual (eg. At home),150-200,26-35,1.5,2.5,0
18729,R18724,F,Rural,Entrepreneur,16L - 25L,3-4 times,Established,Small (250 ml),2 to 4,Brand Reputation,Exotic,Online,Premium,High (Very health-conscious),Social (eg. Parties),200-250,26-35,2.0,2.0,0
18730,R18725,F,Metro,Working Professional,<10L,3-4 times,Established,Medium (500 ml),0 to 1,Availability,Traditional,Online,Simple,Medium (Moderately health-conscious),Social (eg. Parties),100-150,18-25,1.5,2.5,0
18731,R18726,M,Metro,Entrepreneur,26L - 35L,0-2 times,Newcomer,Small (250 ml),above 4,Brand Reputation,Exotic,Online,Eco-Friendly,High (Very health-conscious),Social (eg. Parties),200-250,36-45,2.0,4.0,0
18732,R18727,M,Metro,Entrepreneur,10L - 15L,0-2 times,Newcomer,Small (250 ml),0 to 1,Price,Traditional,Online,Simple,High (Very health-conscious),Casual (eg. At home),150-200,26-35,1.0,3.0,1
18733,R18728,F,Urban,Working Professional,16L - 25L,3-4 times,Established,Large (1 L),above 4,Brand Reputation,Exotic,Retail Store,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",200-250,36-45,2.5,3.0,0
18734,R18729,F,Metro,Working Professional,<10L,3-4 times,Newcomer,Medium (500 ml),0 to 1,Price,Traditional,Online,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",100-150,26-35,1.5,2.5,1
18735,R18730,F,Urban,Working Professional,16L - 25L,0-2 times,Established,Medium (500 ml),above 4,Brand Reputation,Exotic,Online,Simple,Medium (Moderately health-conscious),Social (eg. Parties),150-200,36-45,2.0,3.0,0
18736,R18731,F,Urban,Entrepreneur,<10L,5-7 times,Established,Large (1 L),0 to 1,Availability,Traditional,Online,Simple,Low (Not very concerned),Casual (eg. At home),100-150,18-25,2.0,2.0,0
18737,R18732,M,Urban,Working Professional,> 35L,3-4 times,Established,Large (1 L),2 to 4,Brand Reputation,Exotic,Retail Store,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,36-45,2.0,4.0,0
18738,R18733,M,Metro,Student,None,0-2 times,Established,Medium (500 ml),0 to 1,Availability,Traditional,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",100-150,18-25,1.0,,0
18739,R18734,F,Metro,Entrepreneur,16L - 25L,0-2 times,Newcomer,Small (250 ml),2 to 4,Quality,Exotic,Retail Store,Premium,Medium (Moderately health-conscious),Casual (eg. At home),200-250,46-55,1.5,3.5,1
18740,R18735,M,Rural,Working Professional,10L - 15L,3-4 times,Established,Medium (500 ml),0 to 1,Price,Exotic,Retail Store,Eco-Friendly,High (Very health-conscious),Social (eg. Parties),150-200,36-45,1.5,1.5,0
18741,R18736,M,Metro,Working Professional,<10L,0-2 times,Newcomer,Medium (500 ml),2 to 4,Price,Exotic,Online,Premium,High (Very health-conscious),Casual (eg. At home),150-200,18-25,1.5,2.5,1
18742,R18737,F,Urban,Student,None,3-4 times,Established,Medium (500 ml),2 to 4,Availability,Exotic,Retail Store,Premium,Low (Not very concerned),Casual (eg. At home),100-150,18-25,2.0,,0
18743,R18738,F,Metro,Working Professional,16L - 25L,3-4 times,Established,Medium (500 ml),0 to 1,Brand Reputation,Exotic,Retail Store,Eco-Friendly,High (Very health-conscious),Social (eg. Parties),200-250,46-55,1.5,3.5,0
18744,R18739,M,Metro,Working Professional,26L - 35L,3-4 times,Established,Small (250 ml),above 4,Quality,Traditional,Online,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",200-250,36-45,2.5,4.0,0
18745,R18740,M,Rural,Working Professional,16L - 25L,3-4 times,Established,Medium (500 ml),0 to 1,Brand Reputation,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),Social (eg. Parties),150-200,36-45,1.5,2.0,0
18746,R18741,M,Urban,Working Professional,10L - 15L,0-2 times,Established,Small (250 ml),above 4,Availability,Exotic,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,26-35,2.0,2.5,0
18747,R18742,F,Metro,Working Professional,16L - 25L,3-4 times,Established,Large (1 L),2 to 4,Quality,Traditional,Retail Store,Eco-Friendly,High (Very health-conscious),Casual (eg. At home),200-250,26-35,2.0,3.5,0
18748,R18743,F,Metro,Retired,<10L,3-4 times,Established,Large (1 L),2 to 4,Price,Exotic,Retail Store,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,56-70,2.0,2.5,0
18749,R18744,F,Metro,Working Professional,26L - 35L,5-7 times,Established,Large (1 L),2 to 4,Brand Reputation,Exotic,Online,Simple,High (Very health-conscious),Social (eg. Parties),200-250,26-35,2.5,4.0,0
18750,R18745,M,Metro,Working Professional,16L - 25L,3-4 times,Established,Medium (500 ml),0 to 1,Quality,Traditional,Online,Premium,Low (Not very concerned),Social (eg. Parties),100-150,18-25,1.5,3.5,0
18751,R18746,M,Semi-Urban,Working Professional,<10L,0-2 times,Established,Medium (500 ml),0 to 1,Price,Traditional,Online,Premium,High (Very health-conscious),Casual (eg. At home),100-150,26-35,1.0,1.5,0
18752,R18747,M,Urban,Student,None,0-2 times,Newcomer,Medium (500 ml),2 to 4,Price,Traditional,Retail Store,Simple,Low (Not very concerned),Social (eg. Parties),50-100,18-25,1.5,,1
18753,R18748,M,Rural,Working Professional,<10L,0-2 times,Newcomer,Small (250 ml),2 to 4,Price,Exotic,Retail Store,Simple,High (Very health-conscious),Social (eg. Parties),100-150,18-25,1.5,1.0,1
18754,R18749,M,Rural,Working Professional,10L - 15L,0-2 times,Newcomer,Medium (500 ml),2 to 4,Price,Traditional,Retail Store,Simple,Medium (Moderately health-conscious),Social (eg. Parties),100-150,36-45,1.5,1.5,1
18755,R18750,M,Urban,Working Professional,10L - 15L,5-7 times,Newcomer,Small (250 ml),2 to 4,Price,Exotic,Retail Store,Premium,High (Very health-conscious),Social (eg. Parties),200-250,36-45,2.5,2.5,1
18756,R18751,M,Metro,Student,None,0-2 times,Newcomer,Medium (500 ml),0 to 1,Price,Exotic,Online,Simple,Medium (Moderately health-conscious),Social (eg. Parties),100-150,26-35,1.0,,1
18757,R18752,M,Semi-Urban,Student,None,5-7 times,Newcomer,Small (250 ml),0 to 1,Price,Exotic,Online,Simple,Medium (Moderately health-conscious),Casual (eg. At home),50-100,18-25,2.0,,1
18758,R18753,F,Metro,Working Professional,10L - 15L,0-2 times,Newcomer,Large (1 L),2 to 4,Price,Traditional,Online,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,26-35,1.5,3.0,1
